1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 4B0000002F70E121
Is Mission Active?  true
Mission Start:  Tue Jun 18 13:00:00 GMT-03:00 2013
Sample Rate:  Every 1 minute(s)
Number of Mission Samples:  34393
Total Samples:  36206
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
19/06/13 10:53:00 AM,C,46.5
19/06/13 10:54:00 AM,C,47
19/06/13 10:55:00 AM,C,48
19/06/13 10:56:00 AM,C,49
19/06/13 10:57:00 AM,C,49.5
19/06/13 10:58:00 AM,C,49
19/06/13 10:59:00 AM,C,49
19/06/13 11:00:00 AM,C,49.5
19/06/13 11:01:00 AM,C,49.5
19/06/13 11:02:00 AM,C,50
19/06/13 11:03:00 AM,C,50.5
19/06/13 11:04:00 AM,C,50.5
19/06/13 11:05:00 AM,C,50
19/06/13 11:06:00 AM,C,49.5
19/06/13 11:07:00 AM,C,49
19/06/13 11:08:00 AM,C,48.5
19/06/13 11:09:00 AM,C,48
19/06/13 11:10:00 AM,C,48
19/06/13 11:11:00 AM,C,47.5
19/06/13 11:12:00 AM,C,47.5
19/06/13 11:13:00 AM,C,47
19/06/13 11:14:00 AM,C,47
19/06/13 11:15:00 AM,C,47.5
19/06/13 11:16:00 AM,C,48
19/06/13 11:17:00 AM,C,47.5
19/06/13 11:18:00 AM,C,47
19/06/13 11:19:00 AM,C,46.5
19/06/13 11:20:00 AM,C,46.5
19/06/13 11:21:00 AM,C,46
19/06/13 11:22:00 AM,C,45.5
19/06/13 11:23:00 AM,C,45.5
19/06/13 11:24:00 AM,C,46.5
19/06/13 11:25:00 AM,C,46.5
19/06/13 11:26:00 AM,C,46.5
19/06/13 11:27:00 AM,C,46
19/06/13 11:28:00 AM,C,45.5
19/06/13 11:29:00 AM,C,45
19/06/13 11:30:00 AM,C,44.5
19/06/13 11:31:00 AM,C,44.5
19/06/13 11:32:00 AM,C,44
19/06/13 11:33:00 AM,C,44
19/06/13 11:34:00 AM,C,43.5
19/06/13 11:35:00 AM,C,43.5
19/06/13 11:36:00 AM,C,43
19/06/13 11:37:00 AM,C,43
19/06/13 11:38:00 AM,C,43
19/06/13 11:39:00 AM,C,43
19/06/13 11:40:00 AM,C,42.5
19/06/13 11:41:00 AM,C,42.5
19/06/13 11:42:00 AM,C,42.5
19/06/13 11:43:00 AM,C,42.5
19/06/13 11:44:00 AM,C,42.5
19/06/13 11:45:00 AM,C,42
19/06/13 11:46:00 AM,C,42
19/06/13 11:47:00 AM,C,42
19/06/13 11:48:00 AM,C,42
19/06/13 11:49:00 AM,C,42
19/06/13 11:50:00 AM,C,42
19/06/13 11:51:00 AM,C,41.5
19/06/13 11:52:00 AM,C,42
19/06/13 11:53:00 AM,C,41.5
19/06/13 11:54:00 AM,C,41.5
19/06/13 11:55:00 AM,C,41.5
19/06/13 11:56:00 AM,C,42.5
19/06/13 11:57:00 AM,C,43
19/06/13 11:58:00 AM,C,43.5
19/06/13 11:59:00 AM,C,43.5
19/06/13 12:00:00 PM,C,43.5
19/06/13 12:01:00 PM,C,43.5
19/06/13 12:02:00 PM,C,43.5
19/06/13 12:03:00 PM,C,43.5
19/06/13 12:04:00 PM,C,43.5
19/06/13 12:05:00 PM,C,43.5
19/06/13 12:06:00 PM,C,43
19/06/13 12:07:00 PM,C,43
19/06/13 12:08:00 PM,C,43
19/06/13 12:09:00 PM,C,43
19/06/13 12:10:00 PM,C,42.5
19/06/13 12:11:00 PM,C,42.5
19/06/13 12:12:00 PM,C,42.5
19/06/13 12:13:00 PM,C,42.5
19/06/13 12:14:00 PM,C,42.5
19/06/13 12:15:00 PM,C,42.5
19/06/13 12:16:00 PM,C,42.5
19/06/13 12:17:00 PM,C,43
19/06/13 12:18:00 PM,C,43.5
19/06/13 12:19:00 PM,C,43.5
19/06/13 12:20:00 PM,C,43.5
19/06/13 12:21:00 PM,C,44
19/06/13 12:22:00 PM,C,44
19/06/13 12:23:00 PM,C,44
19/06/13 12:24:00 PM,C,44
19/06/13 12:25:00 PM,C,44
19/06/13 12:26:00 PM,C,44
19/06/13 12:27:00 PM,C,44
19/06/13 12:28:00 PM,C,44
19/06/13 12:29:00 PM,C,44.5
19/06/13 12:30:00 PM,C,44.5
19/06/13 12:31:00 PM,C,45
19/06/13 12:32:00 PM,C,45
19/06/13 12:33:00 PM,C,45
19/06/13 12:34:00 PM,C,45
19/06/13 12:35:00 PM,C,46
19/06/13 12:36:00 PM,C,46
19/06/13 12:37:00 PM,C,46.5
19/06/13 12:38:00 PM,C,47.5
19/06/13 12:39:00 PM,C,48
19/06/13 12:40:00 PM,C,48
19/06/13 12:41:00 PM,C,48
19/06/13 12:42:00 PM,C,47.5
19/06/13 12:43:00 PM,C,47.5
19/06/13 12:44:00 PM,C,47
19/06/13 12:45:00 PM,C,47
19/06/13 12:46:00 PM,C,46.5
19/06/13 12:47:00 PM,C,46.5
19/06/13 12:48:00 PM,C,46.5
19/06/13 12:49:00 PM,C,46
19/06/13 12:50:00 PM,C,46.5
19/06/13 12:51:00 PM,C,47
19/06/13 12:52:00 PM,C,47.5
19/06/13 12:53:00 PM,C,48
19/06/13 12:54:00 PM,C,48.5
19/06/13 12:55:00 PM,C,48
19/06/13 12:56:00 PM,C,47.5
19/06/13 12:57:00 PM,C,47
19/06/13 12:58:00 PM,C,46.5
19/06/13 12:59:00 PM,C,46
19/06/13 1:00:00 PM,C,46
19/06/13 1:01:00 PM,C,45.5
19/06/13 1:02:00 PM,C,45
19/06/13 1:03:00 PM,C,45
19/06/13 1:04:00 PM,C,44.5
19/06/13 1:05:00 PM,C,44.5
19/06/13 1:06:00 PM,C,44
19/06/13 1:07:00 PM,C,44
19/06/13 1:08:00 PM,C,43.5
19/06/13 1:09:00 PM,C,43.5
19/06/13 1:10:00 PM,C,43.5
19/06/13 1:11:00 PM,C,43
19/06/13 1:12:00 PM,C,43
19/06/13 1:13:00 PM,C,43
19/06/13 1:14:00 PM,C,43
19/06/13 1:15:00 PM,C,42.5
19/06/13 1:16:00 PM,C,42.5
19/06/13 1:17:00 PM,C,42.5
19/06/13 1:18:00 PM,C,42
19/06/13 1:19:00 PM,C,42.5
19/06/13 1:20:00 PM,C,43
19/06/13 1:21:00 PM,C,44
19/06/13 1:22:00 PM,C,44.5
19/06/13 1:23:00 PM,C,45
19/06/13 1:24:00 PM,C,45
19/06/13 1:25:00 PM,C,44.5
19/06/13 1:26:00 PM,C,44.5
19/06/13 1:27:00 PM,C,44
19/06/13 1:28:00 PM,C,44
19/06/13 1:29:00 PM,C,43.5
19/06/13 1:30:00 PM,C,43.5
19/06/13 1:31:00 PM,C,43
19/06/13 1:32:00 PM,C,43
19/06/13 1:33:00 PM,C,43
19/06/13 1:34:00 PM,C,43
19/06/13 1:35:00 PM,C,43.5
19/06/13 1:36:00 PM,C,43.5
19/06/13 1:37:00 PM,C,43.5
19/06/13 1:38:00 PM,C,43.5
19/06/13 1:39:00 PM,C,43
19/06/13 1:40:00 PM,C,43
19/06/13 1:41:00 PM,C,43
19/06/13 1:42:00 PM,C,42.5
19/06/13 1:43:00 PM,C,42.5
19/06/13 1:44:00 PM,C,42.5
19/06/13 1:45:00 PM,C,42.5
19/06/13 1:46:00 PM,C,43
19/06/13 1:47:00 PM,C,43.5
19/06/13 1:48:00 PM,C,43.5
19/06/13 1:49:00 PM,C,43
19/06/13 1:50:00 PM,C,43
19/06/13 1:51:00 PM,C,43
19/06/13 1:52:00 PM,C,42.5
19/06/13 1:53:00 PM,C,42.5
19/06/13 1:54:00 PM,C,42.5
19/06/13 1:55:00 PM,C,42
19/06/13 1:56:00 PM,C,42
19/06/13 1:57:00 PM,C,42
19/06/13 1:58:00 PM,C,42
19/06/13 1:59:00 PM,C,42
19/06/13 2:00:00 PM,C,42
19/06/13 2:01:00 PM,C,41.5
19/06/13 2:02:00 PM,C,41.5
19/06/13 2:03:00 PM,C,41.5
19/06/13 2:04:00 PM,C,41.5
19/06/13 2:05:00 PM,C,41.5
19/06/13 2:06:00 PM,C,41.5
19/06/13 2:07:00 PM,C,41.5
19/06/13 2:08:00 PM,C,41.5
19/06/13 2:09:00 PM,C,41.5
19/06/13 2:10:00 PM,C,41.5
19/06/13 2:11:00 PM,C,41.5
19/06/13 2:12:00 PM,C,41.5
19/06/13 2:13:00 PM,C,41.5
19/06/13 2:14:00 PM,C,41.5
19/06/13 2:15:00 PM,C,41.5
19/06/13 2:16:00 PM,C,41
19/06/13 2:17:00 PM,C,41
19/06/13 2:18:00 PM,C,41
19/06/13 2:19:00 PM,C,41
19/06/13 2:20:00 PM,C,41
19/06/13 2:21:00 PM,C,41.5
19/06/13 2:22:00 PM,C,41.5
19/06/13 2:23:00 PM,C,42.5
19/06/13 2:24:00 PM,C,42.5
19/06/13 2:25:00 PM,C,42.5
19/06/13 2:26:00 PM,C,42.5
19/06/13 2:27:00 PM,C,42
19/06/13 2:28:00 PM,C,42
19/06/13 2:29:00 PM,C,42
19/06/13 2:30:00 PM,C,42
19/06/13 2:31:00 PM,C,42
19/06/13 2:32:00 PM,C,41.5
19/06/13 2:33:00 PM,C,41.5
19/06/13 2:34:00 PM,C,41.5
19/06/13 2:35:00 PM,C,41.5
19/06/13 2:36:00 PM,C,41.5
19/06/13 2:37:00 PM,C,41.5
19/06/13 2:38:00 PM,C,41.5
19/06/13 2:39:00 PM,C,41.5
19/06/13 2:40:00 PM,C,41.5
19/06/13 2:41:00 PM,C,41.5
19/06/13 2:42:00 PM,C,41.5
19/06/13 2:43:00 PM,C,41.5
19/06/13 2:44:00 PM,C,41.5
19/06/13 2:45:00 PM,C,41.5
19/06/13 2:46:00 PM,C,41.5
19/06/13 2:47:00 PM,C,41.5
19/06/13 2:48:00 PM,C,41.5
19/06/13 2:49:00 PM,C,41.5
19/06/13 2:50:00 PM,C,41.5
19/06/13 2:51:00 PM,C,41.5
19/06/13 2:52:00 PM,C,41.5
19/06/13 2:53:00 PM,C,41.5
19/06/13 2:54:00 PM,C,41.5
19/06/13 2:55:00 PM,C,41.5
19/06/13 2:56:00 PM,C,41.5
19/06/13 2:57:00 PM,C,41.5
19/06/13 2:58:00 PM,C,41.5
19/06/13 2:59:00 PM,C,41.5
19/06/13 3:00:00 PM,C,41.5
19/06/13 3:01:00 PM,C,42
19/06/13 3:02:00 PM,C,43.5
19/06/13 3:03:00 PM,C,45
19/06/13 3:04:00 PM,C,45.5
19/06/13 3:05:00 PM,C,45.5
19/06/13 3:06:00 PM,C,45
19/06/13 3:07:00 PM,C,45
19/06/13 3:08:00 PM,C,45
19/06/13 3:09:00 PM,C,44.5
19/06/13 3:10:00 PM,C,44.5
19/06/13 3:11:00 PM,C,44
19/06/13 3:12:00 PM,C,44
19/06/13 3:13:00 PM,C,44.5
19/06/13 3:14:00 PM,C,44.5
19/06/13 3:15:00 PM,C,44
19/06/13 3:16:00 PM,C,45
19/06/13 3:17:00 PM,C,45
19/06/13 3:18:00 PM,C,45
19/06/13 3:19:00 PM,C,45
19/06/13 3:20:00 PM,C,45.5
19/06/13 3:21:00 PM,C,45
19/06/13 3:22:00 PM,C,44.5
19/06/13 3:23:00 PM,C,44
19/06/13 3:24:00 PM,C,43.5
19/06/13 3:25:00 PM,C,43.5
19/06/13 3:26:00 PM,C,43
19/06/13 3:27:00 PM,C,43
19/06/13 3:28:00 PM,C,42.5
19/06/13 3:29:00 PM,C,42.5
19/06/13 3:30:00 PM,C,42.5
19/06/13 3:31:00 PM,C,42
19/06/13 3:32:00 PM,C,42
19/06/13 3:33:00 PM,C,42
19/06/13 3:34:00 PM,C,41.5
19/06/13 3:35:00 PM,C,41.5
19/06/13 3:36:00 PM,C,41.5
19/06/13 3:37:00 PM,C,41.5
19/06/13 3:38:00 PM,C,41
19/06/13 3:39:00 PM,C,41
19/06/13 3:40:00 PM,C,41
19/06/13 3:41:00 PM,C,41
19/06/13 3:42:00 PM,C,41.5
19/06/13 3:43:00 PM,C,42
19/06/13 3:44:00 PM,C,42
19/06/13 3:45:00 PM,C,41.5
19/06/13 3:46:00 PM,C,41.5
19/06/13 3:47:00 PM,C,41.5
19/06/13 3:48:00 PM,C,41.5
19/06/13 3:49:00 PM,C,41
19/06/13 3:50:00 PM,C,41
19/06/13 3:51:00 PM,C,41
19/06/13 3:52:00 PM,C,41
19/06/13 3:53:00 PM,C,41
19/06/13 3:54:00 PM,C,41
19/06/13 3:55:00 PM,C,41
19/06/13 3:56:00 PM,C,40.5
19/06/13 3:57:00 PM,C,40.5
19/06/13 3:58:00 PM,C,40.5
19/06/13 3:59:00 PM,C,40.5
19/06/13 4:00:00 PM,C,40.5
19/06/13 4:01:00 PM,C,40.5
19/06/13 4:02:00 PM,C,40.5
19/06/13 4:03:00 PM,C,40.5
19/06/13 4:04:00 PM,C,40.5
19/06/13 4:05:00 PM,C,40.5
19/06/13 4:06:00 PM,C,40.5
19/06/13 4:07:00 PM,C,40.5
19/06/13 4:08:00 PM,C,41
19/06/13 4:09:00 PM,C,41.5
19/06/13 4:10:00 PM,C,41.5
19/06/13 4:11:00 PM,C,41.5
19/06/13 4:12:00 PM,C,41.5
19/06/13 4:13:00 PM,C,41.5
19/06/13 4:14:00 PM,C,41.5
19/06/13 4:15:00 PM,C,42
19/06/13 4:16:00 PM,C,42.5
19/06/13 4:17:00 PM,C,43.5
19/06/13 4:18:00 PM,C,43.5
19/06/13 4:19:00 PM,C,43
19/06/13 4:20:00 PM,C,43
19/06/13 4:21:00 PM,C,43
19/06/13 4:22:00 PM,C,42.5
19/06/13 4:23:00 PM,C,42.5
19/06/13 4:24:00 PM,C,42.5
19/06/13 4:25:00 PM,C,42.5
19/06/13 4:26:00 PM,C,42.5
19/06/13 4:27:00 PM,C,42
19/06/13 4:28:00 PM,C,42
19/06/13 4:29:00 PM,C,42
19/06/13 4:30:00 PM,C,42
19/06/13 4:31:00 PM,C,42
19/06/13 4:32:00 PM,C,42
19/06/13 4:33:00 PM,C,42
19/06/13 4:34:00 PM,C,42
19/06/13 4:35:00 PM,C,42.5
19/06/13 4:36:00 PM,C,43
19/06/13 4:37:00 PM,C,42.5
19/06/13 4:38:00 PM,C,42.5
19/06/13 4:39:00 PM,C,43
19/06/13 4:40:00 PM,C,43
19/06/13 4:41:00 PM,C,43
19/06/13 4:42:00 PM,C,43
19/06/13 4:43:00 PM,C,43
19/06/13 4:44:00 PM,C,42.5
19/06/13 4:45:00 PM,C,42.5
19/06/13 4:46:00 PM,C,42.5
19/06/13 4:47:00 PM,C,42.5
19/06/13 4:48:00 PM,C,42
19/06/13 4:49:00 PM,C,42
19/06/13 4:50:00 PM,C,42
19/06/13 4:51:00 PM,C,42
19/06/13 4:52:00 PM,C,41.5
19/06/13 4:53:00 PM,C,41.5
19/06/13 4:54:00 PM,C,41.5
19/06/13 4:55:00 PM,C,41.5
19/06/13 4:56:00 PM,C,41.5
19/06/13 4:57:00 PM,C,41.5
19/06/13 4:58:00 PM,C,41.5
19/06/13 4:59:00 PM,C,41.5
19/06/13 5:00:00 PM,C,41.5
19/06/13 5:01:00 PM,C,41.5
19/06/13 5:02:00 PM,C,41.5
19/06/13 5:03:00 PM,C,41.5
19/06/13 5:04:00 PM,C,41.5
19/06/13 5:05:00 PM,C,41.5
19/06/13 5:06:00 PM,C,41.5
19/06/13 5:07:00 PM,C,41.5
19/06/13 5:08:00 PM,C,41.5
19/06/13 5:09:00 PM,C,41.5
19/06/13 5:10:00 PM,C,41.5
19/06/13 5:11:00 PM,C,41.5
19/06/13 5:12:00 PM,C,41.5
19/06/13 5:13:00 PM,C,41.5
19/06/13 5:14:00 PM,C,41.5
19/06/13 5:15:00 PM,C,41.5
19/06/13 5:16:00 PM,C,41.5
19/06/13 5:17:00 PM,C,41.5
19/06/13 5:18:00 PM,C,41.5
19/06/13 5:19:00 PM,C,41.5
19/06/13 5:20:00 PM,C,41.5
19/06/13 5:21:00 PM,C,41.5
19/06/13 5:22:00 PM,C,41.5
19/06/13 5:23:00 PM,C,41.5
19/06/13 5:24:00 PM,C,41.5
19/06/13 5:25:00 PM,C,41.5
19/06/13 5:26:00 PM,C,41.5
19/06/13 5:27:00 PM,C,41.5
19/06/13 5:28:00 PM,C,41.5
19/06/13 5:29:00 PM,C,41.5
19/06/13 5:30:00 PM,C,41.5
19/06/13 5:31:00 PM,C,41.5
19/06/13 5:32:00 PM,C,41.5
19/06/13 5:33:00 PM,C,41.5
19/06/13 5:34:00 PM,C,41.5
19/06/13 5:35:00 PM,C,41.5
19/06/13 5:36:00 PM,C,41.5
19/06/13 5:37:00 PM,C,41.5
19/06/13 5:38:00 PM,C,41.5
19/06/13 5:39:00 PM,C,41.5
19/06/13 5:40:00 PM,C,41.5
19/06/13 5:41:00 PM,C,41.5
19/06/13 5:42:00 PM,C,41.5
19/06/13 5:43:00 PM,C,41.5
19/06/13 5:44:00 PM,C,41.5
19/06/13 5:45:00 PM,C,41.5
19/06/13 5:46:00 PM,C,41
19/06/13 5:47:00 PM,C,41.5
19/06/13 5:48:00 PM,C,41.5
19/06/13 5:49:00 PM,C,41.5
19/06/13 5:50:00 PM,C,41.5
19/06/13 5:51:00 PM,C,41.5
19/06/13 5:52:00 PM,C,41.5
19/06/13 5:53:00 PM,C,41.5
19/06/13 5:54:00 PM,C,41.5
19/06/13 5:55:00 PM,C,41.5
19/06/13 5:56:00 PM,C,41.5
19/06/13 5:57:00 PM,C,41.5
19/06/13 5:58:00 PM,C,41.5
19/06/13 5:59:00 PM,C,41.5
19/06/13 6:00:00 PM,C,41.5
19/06/13 6:01:00 PM,C,41.5
19/06/13 6:02:00 PM,C,41.5
19/06/13 6:03:00 PM,C,41.5
19/06/13 6:04:00 PM,C,41.5
19/06/13 6:05:00 PM,C,41.5
19/06/13 6:06:00 PM,C,41.5
19/06/13 6:07:00 PM,C,41.5
19/06/13 6:08:00 PM,C,41.5
19/06/13 6:09:00 PM,C,41.5
19/06/13 6:10:00 PM,C,41.5
19/06/13 6:11:00 PM,C,41.5
19/06/13 6:12:00 PM,C,41.5
19/06/13 6:13:00 PM,C,41.5
19/06/13 6:14:00 PM,C,41.5
19/06/13 6:15:00 PM,C,41.5
19/06/13 6:16:00 PM,C,41.5
19/06/13 6:17:00 PM,C,41.5
19/06/13 6:18:00 PM,C,41.5
19/06/13 6:19:00 PM,C,41.5
19/06/13 6:20:00 PM,C,41.5
19/06/13 6:21:00 PM,C,41.5
19/06/13 6:22:00 PM,C,41.5
19/06/13 6:23:00 PM,C,41.5
19/06/13 6:24:00 PM,C,41.5
19/06/13 6:25:00 PM,C,41.5
19/06/13 6:26:00 PM,C,41.5
19/06/13 6:27:00 PM,C,41.5
19/06/13 6:28:00 PM,C,41.5
19/06/13 6:29:00 PM,C,41.5
19/06/13 6:30:00 PM,C,41.5
19/06/13 6:31:00 PM,C,41.5
19/06/13 6:32:00 PM,C,41.5
19/06/13 6:33:00 PM,C,41.5
19/06/13 6:34:00 PM,C,41.5
19/06/13 6:35:00 PM,C,41.5
19/06/13 6:36:00 PM,C,41.5
19/06/13 6:37:00 PM,C,41.5
19/06/13 6:38:00 PM,C,41.5
19/06/13 6:39:00 PM,C,41.5
19/06/13 6:40:00 PM,C,41.5
19/06/13 6:41:00 PM,C,41.5
19/06/13 6:42:00 PM,C,41.5
19/06/13 6:43:00 PM,C,41.5
19/06/13 6:44:00 PM,C,41.5
19/06/13 6:45:00 PM,C,41.5
19/06/13 6:46:00 PM,C,41.5
19/06/13 6:47:00 PM,C,41.5
19/06/13 6:48:00 PM,C,41.5
19/06/13 6:49:00 PM,C,41.5
19/06/13 6:50:00 PM,C,41.5
19/06/13 6:51:00 PM,C,41.5
19/06/13 6:52:00 PM,C,41.5
19/06/13 6:53:00 PM,C,41.5
19/06/13 6:54:00 PM,C,41.5
19/06/13 6:55:00 PM,C,41.5
19/06/13 6:56:00 PM,C,41.5
19/06/13 6:57:00 PM,C,41.5
19/06/13 6:58:00 PM,C,41.5
19/06/13 6:59:00 PM,C,41.5
19/06/13 7:00:00 PM,C,41.5
19/06/13 7:01:00 PM,C,41.5
19/06/13 7:02:00 PM,C,41.5
19/06/13 7:03:00 PM,C,41.5
19/06/13 7:04:00 PM,C,41.5
19/06/13 7:05:00 PM,C,41.5
19/06/13 7:06:00 PM,C,41.5
19/06/13 7:07:00 PM,C,41.5
19/06/13 7:08:00 PM,C,41.5
19/06/13 7:09:00 PM,C,41.5
19/06/13 7:10:00 PM,C,41.5
19/06/13 7:11:00 PM,C,41.5
19/06/13 7:12:00 PM,C,41.5
19/06/13 7:13:00 PM,C,41.5
19/06/13 7:14:00 PM,C,41.5
19/06/13 7:15:00 PM,C,41.5
19/06/13 7:16:00 PM,C,41.5
19/06/13 7:17:00 PM,C,41.5
19/06/13 7:18:00 PM,C,41.5
19/06/13 7:19:00 PM,C,41.5
19/06/13 7:20:00 PM,C,41.5
19/06/13 7:21:00 PM,C,41.5
19/06/13 7:22:00 PM,C,42
19/06/13 7:23:00 PM,C,41.5
19/06/13 7:24:00 PM,C,41.5
19/06/13 7:25:00 PM,C,41.5
19/06/13 7:26:00 PM,C,41.5
19/06/13 7:27:00 PM,C,41.5
19/06/13 7:28:00 PM,C,41.5
19/06/13 7:29:00 PM,C,41.5
19/06/13 7:30:00 PM,C,41.5
19/06/13 7:31:00 PM,C,41.5
19/06/13 7:32:00 PM,C,41.5
19/06/13 7:33:00 PM,C,41.5
19/06/13 7:34:00 PM,C,41.5
19/06/13 7:35:00 PM,C,41.5
19/06/13 7:36:00 PM,C,41.5
19/06/13 7:37:00 PM,C,41.5
19/06/13 7:38:00 PM,C,41.5
19/06/13 7:39:00 PM,C,41.5
19/06/13 7:40:00 PM,C,41.5
19/06/13 7:41:00 PM,C,41.5
19/06/13 7:42:00 PM,C,41.5
19/06/13 7:43:00 PM,C,41
19/06/13 7:44:00 PM,C,41
19/06/13 7:45:00 PM,C,41
19/06/13 7:46:00 PM,C,40.5
19/06/13 7:47:00 PM,C,40
19/06/13 7:48:00 PM,C,40
19/06/13 7:49:00 PM,C,39.5
19/06/13 7:50:00 PM,C,39.5
19/06/13 7:51:00 PM,C,39
19/06/13 7:52:00 PM,C,38.5
19/06/13 7:53:00 PM,C,38.5
19/06/13 7:54:00 PM,C,38
19/06/13 7:55:00 PM,C,37.5
19/06/13 7:56:00 PM,C,37.5
19/06/13 7:57:00 PM,C,37
19/06/13 7:58:00 PM,C,37
19/06/13 7:59:00 PM,C,36.5
19/06/13 8:00:00 PM,C,36.5
19/06/13 8:01:00 PM,C,36
19/06/13 8:02:00 PM,C,36
19/06/13 8:03:00 PM,C,35.5
19/06/13 8:04:00 PM,C,35.5
19/06/13 8:05:00 PM,C,35
19/06/13 8:06:00 PM,C,35
19/06/13 8:07:00 PM,C,35
19/06/13 8:08:00 PM,C,34.5
19/06/13 8:09:00 PM,C,34.5
19/06/13 8:10:00 PM,C,34
19/06/13 8:11:00 PM,C,34
19/06/13 8:12:00 PM,C,33.5
19/06/13 8:13:00 PM,C,33.5
19/06/13 8:14:00 PM,C,33.5
19/06/13 8:15:00 PM,C,33
19/06/13 8:16:00 PM,C,33
19/06/13 8:17:00 PM,C,33
19/06/13 8:18:00 PM,C,32.5
19/06/13 8:19:00 PM,C,32.5
19/06/13 8:20:00 PM,C,32.5
19/06/13 8:21:00 PM,C,32
19/06/13 8:22:00 PM,C,32
19/06/13 8:23:00 PM,C,32
19/06/13 8:24:00 PM,C,31.5
19/06/13 8:25:00 PM,C,31.5
19/06/13 8:26:00 PM,C,31.5
19/06/13 8:27:00 PM,C,31.5
19/06/13 8:28:00 PM,C,31
19/06/13 8:29:00 PM,C,31
19/06/13 8:30:00 PM,C,31
19/06/13 8:31:00 PM,C,31
19/06/13 8:32:00 PM,C,30.5
19/06/13 8:33:00 PM,C,30.5
19/06/13 8:34:00 PM,C,30.5
19/06/13 8:35:00 PM,C,30
19/06/13 8:36:00 PM,C,30
19/06/13 8:37:00 PM,C,30
19/06/13 8:38:00 PM,C,30
19/06/13 8:39:00 PM,C,30
19/06/13 8:40:00 PM,C,29.5
19/06/13 8:41:00 PM,C,29.5
19/06/13 8:42:00 PM,C,29.5
19/06/13 8:43:00 PM,C,29.5
19/06/13 8:44:00 PM,C,29.5
19/06/13 8:45:00 PM,C,29
19/06/13 8:46:00 PM,C,29
19/06/13 8:47:00 PM,C,29
19/06/13 8:48:00 PM,C,29
19/06/13 8:49:00 PM,C,29
19/06/13 8:50:00 PM,C,29
19/06/13 8:51:00 PM,C,28.5
19/06/13 8:52:00 PM,C,28.5
19/06/13 8:53:00 PM,C,28.5
19/06/13 8:54:00 PM,C,28.5
19/06/13 8:55:00 PM,C,28.5
19/06/13 8:56:00 PM,C,28.5
19/06/13 8:57:00 PM,C,28
19/06/13 8:58:00 PM,C,28
19/06/13 8:59:00 PM,C,28
19/06/13 9:00:00 PM,C,28
19/06/13 9:01:00 PM,C,28
19/06/13 9:02:00 PM,C,28
19/06/13 9:03:00 PM,C,28
19/06/13 9:04:00 PM,C,27.5
19/06/13 9:05:00 PM,C,27.5
19/06/13 9:06:00 PM,C,27.5
19/06/13 9:07:00 PM,C,27.5
19/06/13 9:08:00 PM,C,27.5
19/06/13 9:09:00 PM,C,27.5
19/06/13 9:10:00 PM,C,27.5
19/06/13 9:11:00 PM,C,27.5
19/06/13 9:12:00 PM,C,27.5
19/06/13 9:13:00 PM,C,27
19/06/13 9:14:00 PM,C,27
19/06/13 9:15:00 PM,C,27
19/06/13 9:16:00 PM,C,27
19/06/13 9:17:00 PM,C,27
19/06/13 9:18:00 PM,C,27
19/06/13 9:19:00 PM,C,27
19/06/13 9:20:00 PM,C,27
19/06/13 9:21:00 PM,C,27
19/06/13 9:22:00 PM,C,27
19/06/13 9:23:00 PM,C,26.5
19/06/13 9:24:00 PM,C,26.5
19/06/13 9:25:00 PM,C,26.5
19/06/13 9:26:00 PM,C,26.5
19/06/13 9:27:00 PM,C,26.5
19/06/13 9:28:00 PM,C,26.5
19/06/13 9:29:00 PM,C,26.5
19/06/13 9:30:00 PM,C,26.5
19/06/13 9:31:00 PM,C,26.5
19/06/13 9:32:00 PM,C,26.5
19/06/13 9:33:00 PM,C,26.5
19/06/13 9:34:00 PM,C,26
19/06/13 9:35:00 PM,C,26
19/06/13 9:36:00 PM,C,26
19/06/13 9:37:00 PM,C,26
19/06/13 9:38:00 PM,C,26
19/06/13 9:39:00 PM,C,26
19/06/13 9:40:00 PM,C,26
19/06/13 9:41:00 PM,C,26
19/06/13 9:42:00 PM,C,26
19/06/13 9:43:00 PM,C,26
19/06/13 9:44:00 PM,C,26
19/06/13 9:45:00 PM,C,26
19/06/13 9:46:00 PM,C,26
19/06/13 9:47:00 PM,C,26
19/06/13 9:48:00 PM,C,26
19/06/13 9:49:00 PM,C,26
19/06/13 9:50:00 PM,C,26
19/06/13 9:51:00 PM,C,25.5
19/06/13 9:52:00 PM,C,25.5
19/06/13 9:53:00 PM,C,25.5
19/06/13 9:54:00 PM,C,25.5
19/06/13 9:55:00 PM,C,25.5
19/06/13 9:56:00 PM,C,25.5
19/06/13 9:57:00 PM,C,25.5
19/06/13 9:58:00 PM,C,25.5
19/06/13 9:59:00 PM,C,25.5
19/06/13 10:00:00 PM,C,25.5
19/06/13 10:01:00 PM,C,25.5
19/06/13 10:02:00 PM,C,25.5
19/06/13 10:03:00 PM,C,25.5
19/06/13 10:04:00 PM,C,25.5
19/06/13 10:05:00 PM,C,25.5
19/06/13 10:06:00 PM,C,25.5
19/06/13 10:07:00 PM,C,25.5
19/06/13 10:08:00 PM,C,25.5
19/06/13 10:09:00 PM,C,25.5
